ACTIVITY_NAME,SUBJECT,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyAccMag-mean(),tGravityAccMag-mean(),tBodyAccJerkMag-mean(),tBodyGyroMag-mean(),tBodyGyroJerkMag-mean(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyAccMag-mean(),fBodyBodyAccJerkMag-mean(),fBodyBodyGyroMag-mean(),fBodyBodyGyroJerkMag-mean(),tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-std(),tGravityAccMag-std(),tBodyAccJerkMag-std(),tBodyGyroMag-std(),tBodyGyroJerkMag-std(),fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-std(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-std()
SITTING,11,2.7659019735849055,-2.537870396226415,-1.902536762264151,8.719637983018867,2.3745603301886793,4.085233635849057,7.258752328301886,1.2105401886792453,0.33404896981132076,-3.1953606566037736,-6.574611064150943,4.781806762264151,-7.3773245396226415,-4.0778648188679245,-4.872928313207547,-9.61970763773585,-9.61970763773585,-9.793556350943396,-9.3490334,-9.895190311320755,-9.814814543396226,-9.345031828301886,-9.728551103773585,-9.808317503773585,-9.67454617735849,-9.811248613207548,-9.851068754716982,-9.826366449056604,-9.544538211320754,-9.530660090566037,-9.75315331509434,-9.697999511320754,-9.872559726415094,-9.827965620754718,-9.214021181132075,-9.683701818867924,-9.880693411320754,-9.497925720754717,-9.71661610754717,-9.803351635849056,-9.667666433962264,-9.834416096226414,-9.88164911509434,-9.822490401886792,-9.528443124528302,-9.905015183018868,-9.885548201886792,-9.810160447169812,-9.445818264150944,-9.445818264150944,-9.74511726792453,-9.599644883018868,-9.862566647169812,-9.833898101886792,-9.200471616981131,-9.678843909433962,-9.816079420754717,-9.684214756603774,-9.843496067924528,-9.891895126415095,-9.821379190566038,-9.568027667924529,-9.485219860377358,-9.722891341509435,-9.607112418867924,-9.856072292452831
SITTING,12,2.750072249019608,-2.0003796647058825,-3.238108425490196,9.26228975490196,0.40753101176470596,1.3870264078431374,7.501305378431372,1.6521273901960785,0.9749677901960784,-2.9971991352941174,-5.279223170588235,5.301410152941177,-6.662135827450981,-4.01616854117647,-5.360212076470588,-9.52176621372549,-9.52176621372549,-9.747344898039216,-9.419072407843137,-9.803923376470589,-9.796661437254901,-9.42768016862745,-9.546266288235294,-9.771098870588235,-9.64236191372549,-9.755515641176471,-9.685289852941176,-9.637252488235294,-9.557181839215685,-9.559442531372548,-9.71715268627451,-9.585118666666666,-9.784844537254902,-9.825687819607843,-9.2858124,-9.396618890196077,-9.852036423529412,-9.636419792156863,-9.562086296078432,-9.764942007843137,-9.640474615686275,-9.791134662745097,-9.744253519607843,-9.604971276470588,-9.51552533137255,-9.77329927254902,-9.793478307843138,-9.771389539215686,-9.475171001960783,-9.475171001960783,-9.72745892745098,-9.467692415686274,-9.78260535882353,-9.839994774509803,-9.260339756862745,-9.35916958235294,-9.779803490196079,-9.665389196078431,-9.81408871764706,-9.76339901372549,-9.590406956862745,-9.547698776470588,-9.506471888235295,-9.729514433333334,-9.484609788235295,-9.792563870588236
SITTING,13,2.7432849959183674,-1.4022945,-2.4519034306122447,9.255765124489795,0.9301991244897958,1.9144728408163265,6.86997558367347,2.020397875510204,-0.6250815591836735,-2.4207982326530613,-5.715610365306122,5.005898202040816,-5.921373036734694,-3.844307575510204,-4.8353902612244894,-9.576905636734693,-9.576905636734693,-9.894978389795918,-9.511426440816326,-9.926043044897959,-9.90135477755102,-9.59673916122449,-9.726910806122449,-9.926782126530613,-9.839141018367348,-9.852612046938775,-9.83218202857143,-9.82456053877551,-9.68384415510204,-9.716785426530613,-9.883485353061225,-9.73258277755102,-9.91723741632653,-9.895462753061224,-9.389677416326531,-9.386412155102041,-9.813791126530612,-9.513530646938776,-9.309795569387756,-9.928272640816326,-9.84267557755102,-9.876120902040817,-9.85844263265306,-9.79668456122449,-9.668964142857142,-9.913710169387755,-9.917733502040816,-9.898613820408164,-9.379357385714286,-9.379357385714286,-9.888130981632653,-9.639405914285714,-9.914149348979592,-9.894105826530613,-9.41350886734694,-9.341890073469388,-9.9368217,-9.859081204081633,-9.886121002040817,-9.867146940816328,-9.782707087755101,-9.694517546938775,-9.385299310204081,-9.883323034693877,-9.642680975510205,-9.912194459183674
SITTING,14,2.7999057703703705,-1.6083426055555556,-2.6346846925925926,9.390387598148148,-1.0293137444444445,0.6722614685185185,7.045365957407407,1.3378509685185185,-0.8394106129629628,-3.0235184518518516,-5.671634142592593,5.448310870370371,-6.645726955555555,-4.146409288888889,-4.891469364814815,-9.441979437037038,-9.441979437037038,-9.76521006111111,-9.427563692592592,-9.883176066666667,-9.764566092592593,-9.32644766111111,-9.441260788888888,-9.815666494444445,-9.689517698148148,-9.727519696296296,-9.785771175925927,-9.698067298148148,-9.570208588888889,-9.405898533333334,-9.72985342962963,-9.633205405555556,-9.873242392592593,-9.763022481481482,-9.269763324074074,-9.227748357407407,-9.762803994444445,-9.566367246296297,-9.384157381481481,-9.808906551851852,-9.678283562962964,-9.761333835185185,-9.808299814814815,-9.620481916666666,-9.529043835185185,-9.902842401851853,-9.86911323888889,-9.82819138888889,-9.254958296296296,-9.254958296296296,-9.73343388888889,-9.470811583333333,-9.869639898148149,-9.763030568518518,-9.142245837037036,-9.257421846296296,-9.819208311111112,-9.689436742592592,-9.78180020925926,-9.815730872222222,-9.58227403148148,-9.560288079629629,-9.291939372222222,-9.729594094444444,-9.465179637037037,-9.870651777777779
SITTING,15,2.8666556779661017,-2.2421306966101695,-1.7697742915254238,8.903642622033898,2.886382661016949,0.7231280237288137,7.103672825423729,2.9364773779661015,0.21853087457627118,-3.034988505084746,-6.073114510169491,5.665986452542373,-7.763565288135593,-3.9335772254237287,-5.387260808474577,-9.586698362711864,-9.586698362711864,-9.861078391525423,-9.573316283050847,-9.92188893898305,-9.866196094915255,-9.36955393559322,-9.632270049152542,-9.881061020338983,-9.78159013220339,-9.849084184745763,-9.86152580338983,-9.792017247457627,-9.667315183050848,-9.627905420338983,-9.84689437118644,-9.737621798305085,-9.901809593220339,-9.87084356101695,-9.22407162881356,-9.493380250847459,-9.826208837288135,-9.435614116949152,-9.529736589830508,-9.88162333898305,-9.781269988135593,-9.870110247457626,-9.882041152542373,-9.753215194915255,-9.63765802881356,-9.928890427118644,-9.903133079661018,-9.879372025423729,-9.379779055932204,-9.379779055932204,-9.846390184745763,-9.634750749152543,-9.897200494915255,-9.873847789830508,-9.191627003389831,-9.457047130508474,-9.89314359661017,-9.797130459322034,-9.87694113559322,-9.888819305084747,-9.734560923728814,-9.662286483050847,-9.411959381355931,-9.832762516949153,-9.633782284745763,-9.895039416949153
SITTING,16,2.8076857449275363,-1.435919747826087,-2.196934836231884,9.424573779710144,-2.8914994072463767,1.5825940985507245,7.507169663768116,2.5772415333333334,-0.525879443478261,-2.78692924057971,-4.918223956521739,6.217839924637681,-6.592028633333333,-3.7136940463768116,-4.69096531884058,-9.618796807246376,-9.618796807246376,-9.874726991304348,-9.464173824637681,-9.924446062318841,-9.870438289855073,-9.614566855072464,-9.595522304347826,-9.909642513043478,-9.817521673913044,-9.811780368115942,-9.786328569565217,-9.667960017391305,-9.600582640579711,-9.583354807246376,-9.83968635942029,-9.54060994347826,-9.893631363768117,-9.868256053623188,-9.516078724637682,-9.396722471014494,-9.801582433333333,-9.680232069565218,-9.426508,-9.908611347826087,-9.818009707246377,-9.834872128985507,-9.810373733333334,-9.583365955072464,-9.602878313043478,-9.8958327942029,-9.906217933333334,-9.883643214492754,-9.484426726086957,-9.484426726086957,-9.83615334057971,-9.379424046376812,-9.882612526086957,-9.868924184057972,-9.498292604347826,-9.346521465217391,-9.915678676811595,-9.832307744927537,-9.713189908695652,-9.820578614492753,-9.543437524637682,-9.642700523188406,-9.537878811594203,-9.821905547826088,-9.388632150724638,-9.875063489855073
SITTING,17,2.773570196875,-1.910923134375,-2.651147971875,9.4488374765625,2.221255453125,-1.18074465625,7.507098617187499,2.0586909749999998,0.41768016250000006,-3.0202763828125,-6.0105941671875,6.302469,-7.7146471046875,-4.0376484078125,-5.0481117375,-9.7274734640625,-9.7274734640625,-9.9281471515625,-9.671777443749999,-9.96334795,-9.939693815625,-9.6992798921875,-9.7484160453125,-9.8048012109375,-9.883274196875,-9.888280653125,-9.8841106765625,-9.8879397953125,-9.6755459828125,-9.736267549999999,-9.9142725046875,-9.6930679234375,-9.95204564375,-9.944439053125,-9.6185862984375,-9.6572919578125,-9.9019661703125,-9.667201059375,-9.566106440625,-9.8027810296875,-9.8863700234375,-9.90529261875,-9.8963832578125,-9.8612868078125,-9.656427259375,-9.952559371875001,-9.949818809375,-9.938412575000001,-9.6506519109375,-9.6506519109375,-9.9144649921875,-9.6134775484375,-9.80384255625,-9.9465731359375,-9.59789141875,-9.6292107328125,-9.805506621875,-9.899158110937499,-9.9081824828125,-9.900412604687501,-9.84813098125,-9.669071453125,-9.653996796875001,-9.9031962640625,-9.7471085296875,-9.9362452375
SITTING,18,2.7727001877192983,-1.2816208210526314,-1.8787917140350876,9.098164692982456,1.3856740017543858,0.6731198315789473,7.6622889,3.0488795122807018,0.49179535087719295,-2.8658921175438596,-6.333132947368421,5.994967901754386,-8.09828425263158,-4.0413497070175435,-5.097378521052631,-9.83674151754386,-9.83674151754386,-9.898695745614035,-9.776349921052631,-9.948734398245614,-9.931449201754386,-9.765385303508772,-9.829964414035087,-9.919247098245615,-9.836423915789474,-9.886896715789474,-9.899615003508773,-9.887027014035088,-9.83027386491228,-9.847814671929825,-9.904070759649123,-9.865352421052632,-9.948081875438596,-9.943479885964912,-9.749281310526316,-9.775727170175438,-9.940437714035088,-9.840354794736843,-9.783401831578947,-9.91624662105263,-9.84002717017544,-9.90153121754386,-9.919569589473685,-9.86753343859649,-9.815254954385965,-9.941701907017544,-9.942241621052633,-9.928143250877193,-9.815952859649123,-9.815952859649123,-9.911593505263157,-9.813726756140351,-9.94868913508772,-9.949065657894737,-9.749800685964912,-9.757221214035088,-9.920390607017545,-9.85694744385965,-9.901416763157895,-9.9257539947368425,-9.857100878947369,-9.827972763157895,-9.822261515789474,-9.91044297894737,-9.812526328070176,-9.94967621754386
SITTING,19,2.7383031616438354,-1.8215176342465753,-2.254187917808219,5.813715090410959,3.6034353465753424,4.891265946575342,7.048074693150685,3.141054697260274,-0.6644391753424659,-2.4752717397260273,-5.0932383260273975,6.39742425890411,-7.428083164383562,-3.6570256465753426,-5.489026552054795,-9.620740656164383,-9.620740656164383,-9.864239760273973,-9.422290438356164,-9.894503165753424,-9.792380317808218,-9.607631819178081,-9.663350910958904,-9.867755901369863,-9.791415716438356,-9.8398048,-9.817436649315068,-9.681886757534246,-9.682357779452055,-9.626325779452054,-9.837516467123287,-9.642387684931506,-9.867274184931507,-9.763576630136987,-9.503889439726027,-9.519296150684932,-9.693550101369864,-9.699698136986301,-9.603949608219178,-9.87043285479452,-9.792677290410959,-9.867047402739725,-9.84625306849315,-9.59758309589041,-9.655949763013698,-9.884647527397261,-9.87465915068493,-9.8531069,-9.51755657260274,-9.51755657260274,-9.842051849315068,-9.504918079452056,-9.858312846575343,-9.752042453424657,-9.480530701369863,-9.475149317808219,-9.88576991369863,-9.809998576712328,-9.881519157534246,-9.855760482191782,-9.555986101369863,-9.678692491780822,-9.528022776712328,-9.83687272739726,-9.50484417260274,-9.854164446575343
SITTING,20,2.780454390909091,-2.459079009090909,-3.793481646969697,9.244545224242424,-1.5799918848484849,1.1926027424242422,7.29335448030303,2.5188900999999997,0.23959875151515153,-2.914447846969697,-5.048296634848485,5.31181771969697,-6.833434124242424,-4.302323293939394,-4.658351490909091,-9.52738043030303,-9.52738043030303,-9.787745783333333,-9.395744356060606,-9.830102760606062,-9.812030642424242,-9.451986192424242,-9.47597457121212,-9.822436030303031,-9.711582875757575,-9.732114613636364,-9.699132843939394,-9.646430687878787,-9.50963363939394,-9.469134516666667,-9.717304625757576,-9.533990681818182,-9.624719901515151,-9.830818589393939,-9.361227046969697,-9.291063968181819,-9.858290343939395,-9.669835342424243,-9.486139137878787,-9.8207822924242425,-9.708968634848485,-9.765224887878787,-9.763090171212122,-9.601045086363635,-9.457718034848485,-9.77414910909091,-9.7968409727272725,-9.79742084090909,-9.37764028181818,-9.37764028181818,-9.725378715151514,-9.410699098484848,-9.7507615,-9.839783753030304,-9.350317004545454,-9.249471754545455,-9.835657607575758,-9.727765772727272,-9.78458923030303,-9.784335384848484,-9.580156963636364,-9.491768221212121,-9.421512315151515,-9.725977442424243,-9.43725755909091,-9.752265883333333
SITTING,21,2.7753961682352943,-1.508524771764706,-2.475750275294118,9.40031368,-3.2141755635294116,-3.6086274929411766,7.453588117647059,2.727994678823529,-0.039605730588235334,-2.3669180188235295,-5.837123869411765,6.596053948235294,-7.064953615294117,-3.8773003188235293,-5.153180062352941,-9.747349994117647,-9.747349994117647,-9.859472251764705,-9.649711137647058,-9.90307349882353,-9.90610228,-9.680609470588236,-9.708593429411765,-9.897591870588235,-9.791804385882353,-9.834343229411765,-9.848935597647058,-9.798309380000001,-9.768397289411764,-9.748292270588236,-9.853423587058824,-9.778397023529411,-9.900142725882352,-9.917772871764706,-9.668775609411766,-9.595678617647058,-9.929364044705883,-9.793553631764706,-9.654264938823529,-9.894393922352942,-9.790028048235294,-9.858236229411766,-9.884105012941177,-9.763804872941176,-9.769726585882353,-9.894729684705883,-9.897226635294118,-9.879545152941176,-9.719942512941177,-9.719942512941177,-9.865208650588235,-9.712250616470588,-9.903022327058823,-9.923752294117648,-9.675612899999999,-9.564125050588235,-9.900278224705882,-9.803471688235295,-9.8684567235294125,-9.895593100000001,-9.747232176470588,-9.791306784705883,-9.744475931764706,-9.869915495294117,-9.720272512941175,-9.910622048235295
SITTING,22,2.8476089629032257,-2.2945519838709676,-2.5675544032258064,8.393059287096774,3.3567245596774193,3.289837112903226,7.373281614516129,0.9847724258064515,-0.25278079193548386,-2.6010386338709677,-4.87311634516129,5.931924443548387,-6.419734827419354,-3.997425038709677,-4.853468298387097,-9.421673538709678,-9.421673538709678,-9.79303714032258,-9.420774327419355,-9.854760348387098,-9.785053682258065,-9.395460079032258,-9.321191833870968,-9.809445059677419,-9.631294725806452,-9.608145896774193,-9.772667311290322,-9.591617541935484,-9.483670522580645,-9.430782370967743,-9.68908297096774,-9.519527672580645,-9.777754483870968,-9.784668237096774,-9.258375725806452,-9.175648538709677,-9.720099887096774,-9.667886504838709,-9.386349985483871,-9.816641491935485,-9.647828324193549,-9.789283562903226,-9.81099172419355,-9.50173478548387,-9.465014177419356,-9.856712503225806,-9.802756193548387,-9.795441051612903,-9.297112456451613,-9.297112456451613,-9.685767767741936,-9.332684870967743,-9.765037662903225,-9.786231901612904,-9.1820226306451609,-9.093443056451612,-9.84299609032258,-9.697760554838709,-9.812722243548388,-9.823733462903226,-9.461079435483871,-9.510456954838709,-9.29858723548387,-9.670262759677419,-9.335630098387096,-9.76318114516129
SITTING,23,2.7335125161764706,-1.6946178661764706,-2.3413756705882354,9.365092429411764,3.667395463235294,-1.7582616308823529,7.261708660294118,1.831827619117647,-0.18299014705882355,-3.0909716161764704,-4.84444449117647,4.707584592647058,-7.602201585294117,-3.652949230882353,-4.429066201470588,-9.308454788235293,-9.308454788235293,-9.823755033823529,-9.365934269117647,-9.865140660294118,-9.86325670882353,-9.534604064705881,-9.42031166764706,-9.845508635294118,-9.781362182352941,-9.726562260294118,-9.771499866176471,-9.579202888235294,-9.654288335294117,-9.458378301470589,-9.741214667647059,-9.522932772058823,-9.807072114705882,-9.87607636617647,-9.349335592647058,-9.02398058382353,-9.845367222058824,-9.609174263235294,-9.239536002941177,-9.845618038235294,-9.780458377941176,-9.75978995,-9.80363734264706,-9.481095260294117,-9.597186325000001,-9.870846339705883,-9.807274452941176,-9.881301420588235,-9.249632632352942,-9.249632632352942,-9.736687763235294,-9.370060973529412,-9.792269979411765,-9.883452582352941,-9.307814872058824,-8.899760345588236,-9.860196304411765,-9.795646969117648,-9.779364472058823,-9.815232411764706,-9.437334210294118,-9.61914054264706,-9.27090118382353,-9.72117016617647,-9.38680776617647,-9.784990380882354
SITTING,24,2.7347569014705884,-2.0765432147058824,-3.780281092647059,9.196376044117647,3.8292185794117644,1.4048447911764705,7.489534485294118,2.3642300544117645,-0.222246736764706,-2.6464702647058824,-6.474481802941177,6.235916735294118,-7.627397958823529,-4.0616936,-5.000130380882353,-9.689791564705882,-9.689791564705882,-9.855558223529412,-9.646332523529411,-9.913064247058823,-9.895295067647059,-9.627732001470587,-9.669917811764705,-9.888574032352942,-9.79228238382353,-9.81971300147059,-9.856765238235294,-9.812001811764706,-9.746868910294118,-9.689050314705883,-9.844699629411764,-9.779737207352941,-9.908547511764706,-9.90593766617647,-9.562559620588235,-9.570561114705882,-9.896601498529412,-9.716925447058824,-9.634067957352942,-9.885643822058825,-9.795736780882352,-9.846629467647059,-9.881116486764705,-9.779540051470589,-9.71277654117647,-9.914420077941177,-9.897808105882353,-9.898501602941177,-9.63779683235294,-9.63779683235294,-9.854184561764706,-9.692571626470588,-9.907245307352941,-9.911000054411765,-9.549980051470587,-9.544026977941176,-9.892888075,-9.815501327941176,-9.86008449264706,-9.888915517647058,-9.762524277941177,-9.728517876470589,-9.658522620588235,-9.856137200000001,-9.69105899117647,-9.909330582352942
SITTING,25,2.7854148246153847,-1.7350322276923076,-2.130149672307692,8.65686078153846,4.7740140061538465,3.006281046153846,7.476273198461539,3.0265664,0.21733388769230785,-3.121656932307692,-6.612595736923077,6.393582070769231,-8.133192986153846,-3.8364177476923076,-4.955956432307692,-9.70409337076923,-9.70409337076923,-9.895451424615384,-9.665687186153846,-9.928646500000001,-9.914054981538461,-9.591172593846155,-9.747761312307693,-9.924788461538462,-9.82957002923077,-9.863263964615385,-9.880025524615386,-9.838278010769232,-9.758058901538462,-9.670179926153846,-9.879418255384616,-9.793509136923078,-9.917817016923077,-9.918928286153847,-9.424485201538461,-9.651395521538461,-9.888799806153846,-9.63415016923077,-9.694599824615384,-9.922786216923077,-9.828709916923078,-9.884331533846154,-9.899075841538462,-9.811935018461538,-9.726375586153846,-9.92304653846154,-9.913157676923078,-9.914913878461538,-9.600034144615384,-9.600034144615384,-9.883118049230768,-9.706391256923077,-9.917664030769231,-9.921242793846154,-9.448429932307691,-9.620906146153846,-9.927501098461539,-9.840680253846154,-9.891561055384615,-9.90550003076923,-9.798288832307692,-9.741728706153847,-9.619972683076924,-9.876188010769232,-9.703218972307692,-9.920195595384616
SITTING,26,2.6604043705128206,-1.6788017512820512,-1.9554593448717947,7.829556117948718,1.8368742410256411,3.1438762743589743,7.194338725641026,2.4059304,-0.15233330512820514,-2.6136459705128203,-5.898653297435898,5.530497997435897,-7.7014065807692305,-4.008284432051282,-4.9796900307692304,-9.530799941025641,-9.530799941025641,-9.908984357692308,-9.540529458974358,-9.944664462820514,-9.82579546025641,-9.542994106410257,-9.675191493589743,-9.920254274358975,-9.858628864102565,-9.87989982948718,-9.901448823076922,-9.817407933333334,-9.704236937179488,-9.524110437179488,-9.894819428205128,-9.764638699999999,-9.939854475641026,-9.79768987948718,-9.407989655128205,-9.500044141025642,-9.650829256410256,-9.403278080769232,-9.44580863846154,-9.922583952564104,-9.862152156410257,-9.900087105128206,-9.910277005128204,-9.734448138461538,-9.664413380769231,-9.95882512051282,-9.93139833846154,-9.91929788974359,-9.223529121794872,-9.223529121794872,-9.899861116666667,-9.647420223076923,-9.94033207051282,-9.787551767948719,-9.37783538974359,-9.447813402564103,-9.932998605128205,-9.877545887179487,-9.906931143589743,-9.913184364102564,-9.69488188974359,-9.68266666923077,-9.251470952564102,-9.895212728205129,-9.636506523076923,-9.942097697435898
SITTING,27,2.7394130257142857,-1.5526979928571427,-2.2050435214285713,8.39464714,6.401357635714286,4.191690555714286,7.3740295528571425,2.576259552857143,-0.4557365342857143,-2.70330594,-6.1922878657142855,6.283797435714286,-8.20016577,-3.964108092857143,-4.964703565714286,-9.794816688571428,-9.794816688571428,-9.894671782857143,-9.63565474,-9.940347107142857,-9.886821084285714,-9.740578555714286,-9.74665817,-9.908396074285713,-9.852385837142858,-9.870877211428573,-9.872079047142858,-9.841411191428572,-9.768481342857143,-9.747664667142857,-9.887732694285715,-9.79482820857143,-9.923902642857144,-9.885801077142858,-9.715791257142858,-9.65858735142857,-9.82445738,-9.825533365714286,-9.672680660000001,-9.906580978571428,-9.850974707142857,-9.889040015714286,-9.884924251428572,-9.820674651428572,-9.757133101428572,-9.936403182857143,-9.922264421428572,-9.917667875714285,-9.695266747142856,-9.695266747142856,-9.892005395714285,-9.707821327142858,-9.921128295714286,-9.886591964285714,-9.712660627142856,-9.632206725714285,-9.912922707142858,-9.86083114,-9.892825168571429,-9.889846184285714,-9.810376902857143,-9.775955191428572,-9.708852968571428,-9.885316511428572,-9.705282662857144,-9.919677762857143
SITTING,28,2.769776294444444,-2.027964770833333,-3.3773315180555556,9.073313091666666,-1.691231198611111,-0.3252597333333334,7.245663215277777,1.9056324847222224,-0.10475358611111116,-2.7441098666666663,-5.841496868055556,6.49385465,-6.725147483333333,-4.094384852777778,-5.311356629166666,-9.557897086111112,-9.557897086111112,-9.732743668055555,-9.551755670833334,-9.812131593055556,-9.79820142638889,-9.463516504166666,-9.522267866666667,-9.768918045833333,-9.630542470833333,-9.729395519444445,-9.737243263888889,-9.63117633611111,-9.541802790277778,-9.539281240277777,-9.691786866666666,-9.60297525,-9.79465868888889,-9.832728068055555,-9.39905244861111,-9.366672456944444,-9.891324995833333,-9.71766352361111,-9.560876795833334,-9.762866794444445,-9.622194527777777,-9.763274266666667,-9.796719834722222,-9.563165059722222,-9.566328025,-9.821556626388888,-9.807138686111111,-9.71001691388889,-9.477827033333334,-9.477827033333334,-9.703016461111112,-9.510659840277778,-9.784419183333334,-9.849567086111112,-9.398854783333332,-9.330454775,-9.777867822222223,-9.6399042625,-9.783277694444445,-9.8161514125,-9.532070172222221,-9.615610361111111,-9.522814244444444,-9.708233363888889,-9.53534292638889,-9.7839537
SITTING,29,2.771799775,-1.798047615,-1.49629615,8.915637551666666,2.5575651699999997,2.8625606366666663,7.265794111666667,2.6807089416666665,-0.3515608100000001,-3.084365013333333,-6.118382408333333,5.682363536666666,-8.458835838333334,-4.08079543,-4.65425365,-9.780170218333334,-9.780170218333334,-9.907198076666667,-9.623773321666667,-9.953923081666666,-9.910939636666667,-9.696095016666666,-9.756230308333334,-9.934457601666667,-9.83883193,-9.884702410000001,-9.88393569,-9.903292453333334,-9.739335945,-9.733465318333334,-9.900937038333334,-9.802694258333334,-9.95063049,-9.907450195000001,-9.632224978333333,-9.680638781666667,-9.846791518333333,-9.736042898333334,-9.660320453333334,-9.935255603333333,-9.840551,-9.90168733,-9.901787048333334,-9.883340196666667,-9.712279916666667,-9.933220295,-9.953191646666667,-9.928337675,-9.692903165,-9.692903165,-9.905317293333333,-9.715780246666666,-9.94905344,-9.90617521,-9.616939493333334,-9.658009743333333,-9.942201755000001,-9.854933188333334,-9.904458616666666,-9.907277551666667,-9.872598086666667,-9.729125171666666,-9.712180198333334,-9.898229093333333,-9.71011373,-9.94742028
SITTING,30,2.505308864516129,-2.0023653612903223,-1.7971830209677417,8.254738369354838,-0.9873266209677419,3.4476602,7.448897111290322,2.15574244516129,0.1680433870967742,-2.9499391693548387,-5.6984419629032255,5.415116080645161,-7.55781844032258,-3.993405335483871,-4.528855793548387,-9.574872214516128,-9.574872214516128,-9.732829266129032,-9.558473238709677,-9.792212591935485,-9.85008785,-9.540760422580645,-9.662740906451614,-9.887754364516129,-9.804057172580645,-9.859783153225806,-9.87034626451613,-9.820058833870968,-9.611771095161291,-9.599233880645162,-9.713102019354839,-9.738762829032257,-9.917506820967743,-9.836227441935485,-9.378570008064516,-9.506540412903226,-9.783647122580646,-9.593613067741936,-9.566356630645162,-9.888645774193549,-9.804209283870968,-9.881643812903226,-9.88132669516129,-9.76477561935484,-9.550532008064517,-9.93868545483871,-9.924913229032258,-9.881244956451614,-9.283853375806451,-9.283853375806451,-9.71541510967742,-9.606412882258065,-9.91280225,-9.83231005483871,-9.339925779032258,-9.462038233870967,-9.90017564516129,-9.81902116451613,-9.889712119354838,-9.884848032258065,-9.738049508064517,-9.573086851612903,-9.435437325806452,-9.85294959032258,-9.595139372580645,-9.90946424516129
STANDING,1,2.7891762905660378,-2.0046361,-1.6296768094339622,9.429520003773584,-2.7298383226415095,0.4317612698113207,7.537665422641509,2.909784709433962,-1.276582375471698,-2.482158126415094,-5.882146941509434,6.135404254716981,-6.692689716981132,-4.406278779245283,-4.700621020754717,-9.842782073584905,-9.842782073584905,-9.923677905660378,-9.764937928301887,-9.949667905660377,-9.952499326415095,-9.770708477358491,-9.852970986792453,-9.946307973584906,-9.85418704528302,-9.907521660377359,-9.863867860377358,-9.889844558490566,-9.807731228301886,-9.853563611320755,-9.925424775471699,-9.846176233962264,-9.948153769811322,-9.95759901509434,-9.731900564150944,-9.79775876981132,-9.937629850943397,-9.812259579245284,-9.763240635849057,-9.94604542264151,-9.856487324528302,-9.922511773584906,-9.871919466037737,-9.8773444,-9.80645626981132,-9.929451069811321,-9.951379173584906,-9.921084671698113,-9.819429288679245,-9.819429288679245,-9.930962094339623,-9.786900286792452,-9.947332386792453,-9.960283450943397,-9.722931020754716,-9.609561275471698,-9.95073759245283,-9.870182267924529,-9.923498181132075,-9.874971286792453,-9.871077277358491,-9.8234533,-9.823138047169811,-9.925360033962265,-9.784660720754717,-9.946711232075472
